title,author & location,date,text,url,Trump
Tweetless Trump says his own social media platform is imminent (and he still claims he won the election),"Alistair Dawber | David Charter, Washington | Ben Hoyle, Los Angeles",Friday June 11 2021," Donald Trump has said he will launch a social media platform in the coming weeks and reiterated his false claim that he won the election last year. The former president, 74, was banned from Twitter on January 8. Over the weekend an aide said Trump was working on developing his own network to address supporters directly. “You’ll be hearing about it soon,” Trump told Lisa Boothe, a contributor to Fox News, for the inaugural episode of her podcast, The Truth. In the meantime, he said, “we’re sending out [press] releases. They’re getting picked up much better than any tweet. I put out a statement, it’s much more elegant than a tweet. It goes on Twitter anyway because thousands of people pick it up.” Trump, © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/tweetless-trump-says-his-own-social-media-platform-is-imminent-and-he-still-claims-he-won-the-election-6zp39s8b9,True
Trump can learn so much from Matt Hancock,The Times,Friday June 11 2021," Life moves pretty fast, as Ferris Bueller once taught us, so you may have forgotten that Matt Hancock once famously launched his own app. Not the Covid app. The Matt Hancock app. This was back in 2018, and he was culture secretary. Basically it was a social media platform. Catering to all your Matt Hancock-related needs. It didn’t go entirely well. Almost immediately, the civil liberties group Big Brother Watch called it “a fascinating comedy of errors” due to its demands for access to various bits of your smartphone. Worse, the messageboard was immediately flooded with pranksters and trolls, quite overwhelming any attempt to moderate. Long ago, The Onion ran a spoof about forgotten social media platforms under the headline “Internet Archaeologists Find Ruins of © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/trump-can-learn-so-much-from-matt-hancock-ghsrnf8gp,False
Donald Trump plots a social media comeback with his ‘own platform’,"Will Pavia, New York",Friday June 11 2021," Donald Trump has said he will launch a social media platform in the coming weeks and reiterated his false claim that he won the election last year. The former president, 74, was banned from Twitter on January 8. Over the weekend an aide said Trump was working on developing his own network to address supporters directly. “You’ll be hearing about it soon,” Trump told Lisa Boothe, a contributor to Fox News, for the inaugural episode of her podcast, The Truth. In the meantime, he said, “we’re sending out [press] releases. They’re getting picked up much better than any tweet. I put out a statement, it’s much more elegant than a tweet. It goes on Twitter anyway because thousands of people pick it up.” Trump, © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-plots-a-social-media-comeback-with-his-own-platform-m5qklz608,True
"Eddie Jones is the Donald Trump of rugby, and this out-of-control ego show has England in terminal decline",The Times,Friday June 11 2021," I don’t know much about the side effects of rat poison, despite Eddie Jones’s erratic claim last week that the rugby press were poisoning his team. I’d imagine they are not great, if you happen to be a rat, or indeed an England rugby player. It would have to be pretty toxic to leave England looking as groggy as they have for the best part of their international existence since the high against New Zealand in the 2019 World Cup. It looks to me that the side are suffering more from a case of leadership out of touch with rugby reality. Jones, the head coach, rules, with his unpleasant assertions and overwhelming quest to turn the game into a funereal dirge. Donald Trump-like, he quips © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/eddie-jones-is-the-donald-trump-of-rugby-and-this-out-of-control-ego-show-has-england-in-terminal-decline-gm37wm68m,True
"Donald Trump lost $700m in office, report says","Charlie Mitchell, Ottawa",Friday June 11 2021," The presidency cost Donald Trump an estimated $700m in lost wealth, according to a new analysis of his fortune, with the coronavirus pandemic and Capitol siege slashing income and damaging his brand. Trump stepped away from his real estate and branding empire to serve as president, transferring control to his sons, Donald Jr and Eric. He nevertheless visited his properties dozens of times, requiring his security detail to spend thousands at his businesses and welcoming foreign leaders to his Florida resort of Mar-a-Lago. That did not stop him losing hundreds of millions of dollars while in office. According to Bloomberg’s Billionaire Index, Trump’s net worth fell from $3 billion to $2.3 billion over the course of his presidency. Most presidents enjoy an income boost © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-lost-700m-in-office-report-says-v3z5hqlgm,True
Donald Trump says he’s ‘not a fan’ of Meghan and delays decision on running for president,"Ben Hoyle, Los Angeles",Friday June 11 2021," Donald Trump wants the Duchess of Sussex to run for president in 2024 so that he can take her on and defeat her, he said last night. The former president, who has expressed his distaste for Meghan and her values on numerous occasions, told Fox News that he welcomed rumours that she was taking soundings from potential political backers about a possible presidential bid. He said it would increase the chances that he would run again. News reports at the weekend indicated the duchess was networking with senior Democrats with a view to building political fundraising teams for a White House run in three years’ time if President Biden, who is 78, decides not to try for a second term. Asked about a possible Meghan © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-says-hes-not-a-fan-of-meghan-and-delays-decision-on-running-for-president-svrlnkwh6,True
Donald Trump says media ‘always against me’ after Washington Post corrects misquote,"Charlie Mitchell, Ottawa",Friday June 11 2021," The Washington Post has corrected a report from early January alleging that Donald Trump told Georgia’s elections investigator to “find the fraud,” sparking a vitriolic response from supporters of the former president. “Two months after publication of this story, the Georgia secretary of state released an audio recording of President Donald Trump’s December phone call with the state’s top elections investigator,” the newspaper said in a 129-word correction. “The recording revealed that The Post misquoted Trump’s comments on the call, based on information provided by a source.” Trump did not, in fact, tell Frances Watson to “find the fraud” or say she would be “a national hero”, but rather urged her to scrutinise ballots in Fulton County, Georgia, where he said she would find “dishonesty”. © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-says-media-always-against-me-after-washington-post-corrects-misquote-9nbcxbkqf,True
"Trump speech incited Capitol riot, says Christopher Miller, former acting defence secretary",Matthew Robinson,Friday June 11 2021," One of the most senior members of Donald Trump’s cabinet has said he believes the former president’s speech on January 6 incited the rioters to storm the US Capitol. Christopher Miller, former acting secretary of defence, said that the president’s speech had a “cause and effect” impact on the listeners and those who later stormed the building. “The question is would anybody have marched on the Capitol and overrun the Capitol without the president’s speech? I think it’s pretty much definitive that wouldn’t have happened,” he told Vice on Showtime. “The question is, did he know that he was enraging the crowd to do that?” he added. “I don’t know.” In a 70-minute speech to his supporters on January 6, Trump said that the © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/trump-speech-incited-capitol-riot-says-christopher-miller-former-acting-defence-secretary-hlfzzwz6v,True
Woman preacher quits over church’s Trumpism support,"Jacqui Goddard, Miami",Friday June 11 2021," A leading preacher within America’s largest Protestant denomination, the Southern Baptists, has parted ways with the church after she denounced its support for Donald Trump and spoke out against sexual abuse. Beth Moore — known as a “teacher” because the Southern Baptist Convention (SBC) does not recognise women as pastors — is followed by millions of evangelicals, especially women, but has for years been at odds with the denomination’s conservative leadership. “I am still a Baptist but I can no longer identify with Southern Baptists,” she told Religion News Service. She has been a critic of Trumpism and the SBC’s close affiliation with it. She also spoke out against sexual abuse after scandals involving SBC leaders. “I have never seen anything in these United States © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/woman-preacher-quits-church-trumpism-support-sexual-abuse-7cjh0bkm2,True
Norma Percy on her BBC series Trump Takes on the World,The Sunday Times,Friday June 11 2021," I didn’t start off on the right foot with Norma Percy, although we both love politics and quickly bonded after a few bumps. I assumed the American documentary-maker had spent her life in Britain because she had got hitched to Steve Jones, the well-known geneticist. Not so. Percy was deep into a love affair with the UK when they met. Then I learnt she had gone to college in Ohio. My mother’s from there, I exclaimed. But Percy isn’t. She grew up in New York, watching Ingmar Bergman films while “most parents were taking their children to baseball”. And we had an awkward exchange over submitting questions in advance, which is not really my style. It is, emphatically, Percy’s style: an essential part of her © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/norma-percys-bbc-series-trump-takes-on-the-world-x2wczqgcw,False
Donald Trump told Georgia election investigator she would be praised if result was overturned,"David Charter, Washington",Friday June 11 2021," Former President Trump can be heard telling an election investigator in Georgia in a newly released tape of the call that she would be praised if she came up with the “right answer” after insisting that he was the true winner of the state. The leaked recording is the second example to come to light of Trump apparently encouraging an official in the southern state to overturn Biden’s victory that helped him to win the presidency. A tape of Trump’s phone call in early January asking Brad Raffensperger, the Georgia secretary of state, to “find 11,780 votes”, became part of the impeachment case against the former president after it was leaked. The second recording is a call in December with Frances Watson, the chief fraud © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-told-georgia-election-investigator-she-would-be-praised-if-result-was-overturned-fdv7gvkjg,True
The Times Diary: Cabinet extra Michael Ellis blows trumpet,The Times,Friday June 11 2021," Michael Ellis, our new locum attorney-general, is very proud of getting an occasional seat in Downing Street, when Larry the cat isn’t using it. Ellis posted a photograph on Facebook in a full-bottomed wig and gown, sitting under the adoring gaze of a young Queen, with the headline “Michael Promoted to Cabinet!” He then modestly observed that Spencer Perceval, a fellow Northampton MP, had, like Ellis, gone from solicitor-general to attorney-general, with the inference that being prime minister still lies ahead for him (not that it ended happily for the assassinated Perceval). Oddly, Ellis hasn’t mentioned that he is not actually a cabinet minister, listed only as “also attends”, nor that he is merely in the job as maternity leave cover for the unnamed Suella © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/the-times-diary-cabinet-extra-michael-ellis-blows-trumpet-9mxdngl00,False
Donald Trump returns to New York as investigations into his finances mount,"David Charter, Washington",Friday June 11 2021," Donald Trump spent 48 hours ensconced in his Manhattan apartment building to catch up with his business interests as details emerged of deepening investigations by prosecutors. It was the first time the former president had been seen at Trump Tower since he left the White House in January. Cy Vance, the Democratic district attorney of Manhattan, is investigating a loan that Trump received to buy a Chicago skyscraper and also his handling of a 213-acre estate in Westchester, 40 miles north of downtown Manhattan. Vance’s office said in court papers that it was investigating possible tax, insurance and bank fraud. Trump, 74, retained a stake in the Trump Organization property business during his presidency but delegated its management to his oldest sons, Don Jr and © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-returns-to-new-york-as-investigations-into-his-finances-mount-l6q32qv6n,True
Trump warns Republicans to stop cashing in on his brand,"Jacqui Goddard, Miami",Friday June 11 2021," Donald Trump has issued legal warnings to the Republican Party’s three biggest fundraising committees telling them to stop using his name and image to swell their election war chest. Lawyers for the former president, who has vowed to campaign in the 2022 mid-term elections against Republicans who voted for his impeachment, sent ‘cease and desist’ letters seeking to limit their ability to cash in on his support base. “President Trump remains committed to the Republican Party and electing America First conservatives, but that doesn’t give anyone — friend or foe — permission to use his likeness without explicit approval,” a Trump adviser told Politico. The legal notices were sent to the Republican National Committee, National Republican Congressional Committee and National Republican Senatorial Committee — all © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/trump-warns-republicans-to-stop-cashing-in-on-his-brand-wdg78d8rp,True
Donald Trump puts Mar-a-Lago mansion on sale for $49m,"Jacqui Goddard, Miami",Friday June 11 2021," A beachfront mansion owned by Donald Trump and his sons has been put up for sale for nearly three times the amount they paid, as the former president and his children tighten their belts. The family wants $49 million for the eight-bedroom house across the road from Trump’s Mar-a-Lago private resort in Palm Beach, Florida. It has been rented to private tenants for $100,000 a month. The price tag includes lifetime membership to Mar-a-Lago, where Trump and his wife, Melania, live. They are not mentioned as the vendors. Guy Clarke, an estate agent, told Bloomberg: “Because of its proximity and its lack of privacy, it would probably be a difficult thing to sell to someone who’s not a Trump supporter. It’s great for a Trump © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-puts-mar-a-lago-mansion-on-sale-for-49m-vx667dvdb,True
Capitol on high alert for QAnon ‘second coming of Trump’ conspiracy,"David Charter, Washington | Michael Evans",Friday June 11 2021," The House of Representatives has adjourned until next week and the Capitol police have stepped up security in response to reports of possible disruption by far-right conspiracists who believe that Donald Trump could return to power today. The theory about March 4 took hold online after Trump’s failure to overturn President Biden’s election victory on January 6, when Congress convened to confirm the vote. The idea spread among some followers of the QAnon conspiracy, which believed that Trump was destined to win the election and to arrest dozens of leading liberals for being part of a cabal of Satan-worshipping paedophiles. The failure of the prophecy led them to cast around for alternative beliefs and they developed a theory that Trump would become president on March © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/capitol-on-high-alert-for-qanon-second-coming-of-trump-conspiracy-fxr8fp9gz,True
David Cameron rules out Donald Trump-style return to politics,"Larisa Brown, Defence Editor",Friday June 11 2021," David Cameron has ruled out a return to frontline politics, telling politicians that the prospect of Donald Trump making a comeback in America was enough “to keep us all spinning over”. The former prime minister was responding to a question during an appearance before the joint committee on the national security strategy, when he also criticised decisions taken on security and aid by his successors. Cameron was asked by the Scottish National Party MP Angus MacNeil if, like Trump — who on Sunday hinted that he might run for office again in 2024 — a comeback ever crossed his mind. “No,” he replied. “I am happy doing what I’m doing for Alzheimer’s and dementia and I’ve spent a lot of time on that.” Cameron is © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/david-cameron-rules-out-donald-trump-style-return-to-politics-xrvssd3sm,True
Trump’s failure to declare his 2024 candidacy outright suggests a man in two minds,"David Charter, Washington",Friday June 11 2021," Donald Trump was back in his comfort zone for his return to the public stage — an adoring crowd of right-wing activists in his newly adopted red state of Florida and a speech full of hardline rhetoric on immigration. His partisan audience at the annual Conservative Political Action Conference (CPAC) in Orlando was not, however, as uniformly loyal as it seemed from the noisy chants of “four more years” and “you won”. Trump was supported for a third run at the presidency by 68 per cent of attendees, a straw poll showed. When they were asked to pick from a field of candidates, he received 55 per cent. Ron DeSantis, the governor of Florida and a Trump protégé, was second on 21 per cent and © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/trumps-failure-to-declare-his-2024-candidacy-outright-suggests-a-man-in-two-minds-jxkhb3xpd,True
Donald Trump hints at another run for the White House in 2024,"David Charter, Washington",Friday June 11 2021," Donald Trump attacked the “catastrophe” of President Biden’s first month in office and said he “may even decide” to run again for the White House as he returned to the public stage yesterday. Trump, 74, broke with the tradition of past presidents staying out of the political fray to slam his successor, Joe Biden, for the “most disastrous first month of any administration”, listing a litany of alleged failures in immigration, energy and foreign policy. In his first speech since the morning of Biden’s inauguration on January 20, Trump insisted several times that he was the winner of last November’s election, proposed reforms to curtail postal voting and railed against the Supreme Court for not having the “guts” to support his claims of fraud. He © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/unite-behind-me-to-win-again-in-2024-donald-trump-tells-party-vh3n2s0wf,True
The Times view on the Republicans’ future: Trump’s Shadow,The Times,Friday June 11 2021," Donald Trump lost the popular and electoral college votes to Joe Biden by substantial margins. He is the only postwar US president to have been defeated after a single term without a significant third-party challenger, and the only president to have been impeached twice. Yet the Republican Party remains in thrall to his influence. Aspiring candidates for the 2024 Republican nomination had hoped to make their mark on the annual conference of the Conservative Political Action Committee this weekend. Instead, Mr Trump chose to address the gathering, and the adulation he received showed his continuing hold on American conservatism. Whether he remains a big figure in domestic politics is a decision for US voters alone, yet it matters for America’s allies. A desirable outcome would © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/the-times-view-on-the-republicans-future-trumps-shadow-gkcgtnzg3,True
Bad news for Donald Trump Jr: the right is fast tiring of Trumps,Sarah Baxter,Friday June 11 2021," Donald Trump will stride into Orlando, Florida, today for his first public engagement since Joe Biden’s inauguration, confident that he remains the biggest political superstar on the planet. The Conservative Political Action conference (CPAC) — the most important gathering of Republican Party activists — is home to his most ardent supporters. The mere mention of his name guarantees whoops and cheers. He is certain to receive a rip-roaring ovation. I have news for Trump, though. Republican activists love him, but do not want him to lead them in the 2024 presidential elections. They do not think his son Don Jr is ready for primetime at the White House either. At the conference, our photographer caught Don Jr making the “OK” hand gesture to an acquaintance © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/bad-news-for-donald-trump-jr-the-right-is-fast-tiring-of-trumps-msm9phdcz,True
QAnon prophecy of Donald Trump’s return puts Congress on alert,"David Charter, Washington",Friday June 11 2021," Capitol police and members of Congress are on high alert for attacks fuelled by the QAnon conspiracy theory that Donald Trump should be inaugurated as the “real” president next week. Followers of the online cult-like movement have alighted upon March 4 as the date for Trump’s triumphant return, based on a combination of beliefs that the authorities fear may lead some to descend on Washington again after last month’s riot at the Capitol. Tensions increased this week amid warnings from the acting Capitol police chief that a bomb attack could be planned for President Biden’s first state of the union address to both chambers of Congress, a set-piece event usually in February that has been delayed this year with no date yet © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/qanon-prophecy-of-donald-trumps-return-puts-congress-on-alert-q72tcst6k,True
José Mourinho has become the Donald Trump of football,The Times,Friday June 11 2021," Watching a documentary about Donald Trump at the weekend, it was interesting to see White House insiders implying that the former president was a pleasure to work for when things were going well: optimistic, generous, fun, vivacious, sweetness and light. They were almost able to convince themselves that he was a relatively stable genius. The problems came — as they always do — when things started going less well. For then his vanity refused to allow him to look at himself or to question his own decisions, forcing him to look elsewhere for scapegoats. At these points he would lash out at Barack Obama, or the fake media, or the dodgy courts, or the liberal swamp, or the Democrats in Congress or Uncle Tom Cobley. © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/jose-mourinho-has-become-the-donald-trump-of-football-bwvtj99cn,True
Donald Trump tax investigation boosted by Supreme Court ruling,David Charter Washington,Friday June 11 2021," Donald Trump must hand over eight years of tax returns to New York prosecutors investigating potential tax, insurance and bank fraud by the former president and his businesses, the US Supreme Court has ruled. In a one-sentence order the nine justices rejected Trump’s final legal effort to shield his personal and corporate tax details from Cyrus Vance, the Manhattan district attorney. In 2016 Trump became the first presidential candidate for four decades to refuse to release his tax data, maintaining that stance in the 2020 election by saying his records were under audit. In July the Supreme Court rejected Trump’s claim that he had absolute immunity from state and local criminal investigations while serving as president. Yesterday’s ruling does not mean that his tax records © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-tax-investigation-boosted-by-supreme-court-ruling-8n67csnll,True
Hangers-on applaud Trump into Mar-a-Lago as he plots Republican revenge,"Ben Hoyle, Los Angeles",Friday June 11 2021," Donald Trump will lay out his vision for the Republican Party this weekend in his first public appearance since leaving the White House last month. For weeks the former president has been hunkered down at his Florida private members club, basking in the acclaim of his admirers there, playing golf and receiving visits from conservative politicians eager to secure his support. Banned permanently from Twitter and facing investigations into his businesses, Trump was less present in American public life over the past month than at any time since he began his long-shot campaign for the presidency in 2015. However, his headline appearance on the final day of the Conservative Political Action Conference (CPAC) in Orlando, Florida, on Sunday will accelerate his return to the political © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/hangers-on-applaud-trump-into-mar-a-lago-as-he-plots-republican-revenge-rn7q6mv5h,True
Donald Trump opened back channel to Kim Jong-un,"Philip Sherwell, Asia Correspondent",Friday June 11 2021," In late 2017 the spectre of nuclear war loomed over the world as Kim Jong-un, the North Korean leader, and Donald Trump traded apocalyptic threats and searing invective, while Pyongyang conducted salvos of weapons tests. But a television documentary will reveal this week that, even as Trump threatened to unleash “fire and fury” on “Rocket Man”, the US president launched an audacious and previously unreported back-channel diplomatic initiative. Months before there was any public hint of a rapprochement and unknown even to close aides, Trump sent a message to Pyongyang that he would be willing to meet his adversary. That approach kindled an implausible “bromance” and culminated in two historic summits, as chronicled in Trump Takes on the World, to be broadcast on BBC2 © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-opened-back-channel-to-kim-jong-un-pftp2kw9b,True
Joe Biden considers easing Trump’s sanctions on Iran to bring nuclear deal back from the brink,"Josh Glancy, Washington",Friday June 11 2021," The Biden administration is considering offering Iran sanctions relief as America seeks to revive the 2015 nuclear deal. President Biden fired the starting gun on re-entering the deal, known as the joint comprehensive plan of action (JCPOA), on Thursday with a statement declaring that America is willing to sit down for an “informal meeting” with the Iranians, which would be hosted by the EU and also attended by Britain, Russia and China. The Iranians have demanded relief from crippling Trump-era sanctions — which they claim have cost them more than $150 billion — as a price for returning to negotiations. There are indications that sanctions relief is on the way, though the Biden administration insists it wants a sit-down first. “Sanctions relief is definitely coming,” © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/joe-biden-considers-easing-trumps-sanctions-on-iran-to-bring-nuclear-deal-back-from-the-brink-p7f03mtk6,True
Former Trump ally Nikki Haley claims she should lead Republicans,"David Charter, Washington",Friday June 11 2021," Nikki Haley set out her vision for a post-Trump path to power for the Republicans as she made her pitch to become the party’s figurehead. Haley, 49, vowed to defend and advance Donald Trump’s “outstanding” policy achievements but made clear that she found his behaviour on January 6 when his supporters stormed the Capitol “indefensible”. The former South Carolina governor and ambassador to the UN in Trump’s administration is seen as a contender for the 2024 Republican presidential nomination. She broke with Trump decisively in an interview last week, saying: “He let us down . . . we shouldn’t have followed him.” Yesterday she used an article in The Wall Street Journal to try to attract Republicans ready to move on from the former president. © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/former-trump-ally-nikki-haley-claims-she-should-lead-republicans-qwkpxf6sl,True
Donald Trump teases another run for the White House in first interview as ex-president,"David Charter, Washington",Friday June 11 2021," Donald Trump teased another run for the presidency during a return to the airwaves yesterday to pay tribute to Rush Limbaugh, the conservative broadcaster, who died from lung cancer aged 70. Trump, 74, repeated false claims that he won the election and boasted of soaring poll numbers as he phoned in to three conservative networks for his first post-presidency TV interviews. The former president’s approval ratings dropped to all-time lows after January 6, when his supporters stormed the US Capitol, but have recovered among Republicans since he went on trial in the Senate. A snap poll following his acquittal for inciting insurrection showed that 57 per cent of his party wanted him to play a significant role in its future, up 18 points from January © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-teases-another-run-for-the-white-house-in-first-inteview-as-ex-president-w7r09cdr0,True
Donald Trump overshadows all Republicans who would succeed him in fresh opinion polls,Alistair Dawber,Friday June 11 2021," Donald Trump launched a ferocious campaign to oust the Republican leader in the Senate, Mitch McConnell, as opinion polls showed him retaining a firm grip over the party faithful. Trump branded McConnell “a dour, sullen and unsmiling political hack” who would “never do what needs to be done, or what is right for our country”. It followed the senator’s criticism of Trump, 74, as “practically and morally responsible for inducing a mob to storm the Capitol”, even though he voted to acquit him in the impeachment trial. Trump’s typically aggressive fightback signalled open warfare for control of the Republican party between its two leading figures. The party requires a gain of just one seat to retake the Senate, and the key, McConnell told The © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-overshadows-all-republicans-who-would-succeed-him-in-fresh-opinion-polls-6q90rtb3w,True
Republicans battle over Donald Trump’s future in party,"David Charter, Washington",Friday June 11 2021," Senior Republicans drew battle lines with Donald Trump at the weekend as he sought to use the acquittal in his impeachment trial to reassert control over the party. Few top Republicans spoke up for the former president and some tried to bury him after the 57 to 43 Senate vote confirming that he incited insurrection at the Capitol fell short of the two-thirds majority required for conviction. However, Trump, 74, retains grassroots support, leaving figures who oppose him facing anger from their constituents and a battle for survival in primary contests. The local party leadership in Louisiana and North Carolina have already censured their senators for voting to convict Trump on Saturday. In the fallout from the Senate trial, President Biden said that “the substance © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/republicans-battle-over-donald-trumps-future-in-party-5csjww29b,True
Donald Trump acquitted but not unsullied by impeachment trial,The Times,Friday June 11 2021," What a difference a year makes. Donald Trump’s acquittal this time is very different from his first one: many top Republicans voted and spoke against him; he is silent after being banished from social media; and he is no longer president. His grip on the party has been loosened by his own actions on January 6 and the impeachment trial that highlighted his dereliction of duty as he stoked up anger and did too little to call off the mob. Yet Senate Republicans baulked at their chance to have him convicted and disqualified from public office. Some were scared of the backlash from his loyal base, showing the raw power he still commands. The only way to purge him now is by winning the political © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-acquitted-but-not-unsullied-by-impeachment-trial-c6vmhx0jw,True
Radio reviews: Sideways; The Conversation; After Trump,The Sunday Times,Friday June 11 2021," As you open your Valentine cards today, will you remember that yesterday was World Radio Day? Probably not. But Unesco designated it, and UK commercial stations have been celebrating it all week. Why? Because radio connects people. There have been no official listening figures published for a year, collection of the necessary data being impossible in times of social isolation. Yet new stations keep opening, old ones make themselves over and podcasts have become big business. And, if you live in London, Glasgow, Manchester or Surrey, there’s even a new digital station, Podcast Radio, wholly devoted to the media’s latest (and very healthy) baby. Conventional wisdom once had it that radio listeners find two or three stations they like and stick to them. But radio © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/radio-reviews-sideways-the-conversation-after-trump-lpzgbgtk3,False
"The Sunday Times view on the Trump impeachment trial: Whatever becomes of him, it’s time America moved on",The Sunday Times,Friday June 11 2021," In the end it came down to party politics. Donald Trump escaped a guilty verdict in his second impeachment trial because not enough Senate Republicans could be persuaded to vote for it. Some of those Republicans would have been in grave danger had the mob that invaded Capitol Hill got hold of them, including the former vice-president, Mike Pence. If a president cannot be found guilty after triggering a riotous invasion of the Capitol building, it is hard to think what would do it, but, as so often, Mr Trump has got away with it. The impeachment process brought into the open events that shocked Americans across the political spectrum. A transparent airing of the events that unfolded on Capitol Hill was the right thing © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/the-sunday-times-view-on-the-trump-impeachment-trial-whatever-becomes-of-him-it-s-time-america-moved-on-7cglk2js3,True
Donald Trump acquitted of inciting Capitol riot,"Josh Glancy, Washington",Friday June 11 2021," Donald Trump was acquitted for the second time last night when his impeachment trial concluded in the US Senate. Seven Republicans joined 50 Democrats to vote for conviction, making it the most bipartisan impeachment result in American history. But the votes did not come close to the 67 required. Afterwards, the Democratic Senate leader, Chuck Schumer, rebuked Republicans for their loyalty to Trump. “This was about choosing country over Donald Trump, and 43 Republican members chose Trump,” he said. “They chose Trump. And it should be a weight on their conscience.” The Republican Senate leader, Mitch McConnell, criticised Trump for his “dereliction of duty” during the Capitol Hill riot on January 6. “There’s no question — none — that President Trump is practically and morally © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/convicting-trump-was-a-long-shot-so-they-tarred-his-tame-senators-instead-5r9w5mfm9,True
