title,author & location,date,text,url,Trump
Defiant Donald Trump ready for impeachment showdown in the Senate,"David Charter, Washington",Friday June 11 2021," Donald Trump’s legal team set out an aggressive defence strategy for the former president before the beginning of the historic second impeachment trial today with a call for senators to reject “this brazen political act”. In answer to the charge of inciting insurrection over the mob attack on the US Capitol last month, Trump’s team sought to turn the tables on Democrats by accusing them of being “a danger to our democracy” for bringing the prosecution against him. Democrats said they would show that Trump summoned the large crowd of his supporters when Congress met to ratify the election, intended to trigger violence when he urged them to “fight like hell” and that his pressure on election officials to “find” votes proved his © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/defiant-donald-trump-ready-for-impeachment-showdown-in-the-senate-qlbr75jbh,True
Donald Trump’s lawyers to claim Democrats used fiery language too,"David Charter, Washington",Friday June 11 2021," Lawyers for Donald Trump’s impeachment trial claim that they will highlight the “many” times that Democrats used language that could stir up violence. Bruce Castor, Trump’s lead impeachment lawyer, said that he would play videos of Democrats calling for “unrest” during Black Lives Matter protests last summer. Castor said he would use the clips to defend Trump’s speech to supporters who invaded the Capitol. “There’s an awful lot of tape of cities burning and court houses being attacked . . . cheered on by Democrats,” he said. “And many in Washington.” Republican senators dismissed any chance of a guilty verdict in the former president’s second impeachment trial that opens tomorrow. Liz Cheney, a senior Republican in the House, maintained that “people have been © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trumps-lawyers-to-claim-democrats-used-fiery-language-too-0m80nv857,True
Adam Kinzinger: My fight is about telling the truth says leader of the anti-Trump faction,"Josh Glancy, Washington",Friday June 11 2021," When Congressman Adam Kinzinger was a surveillance pilot in the US Air Force, flying missions over Iraq and Afghanistan, he had a motto that kept him going in the face of peril. He often recalled a line from the TV show Band of Brothers that a paratrooper captain imparts to a soldier cowering in the face of battle. “The only hope you have is to accept the fact that you’re already dead,” the captain says. “The sooner you accept that, the sooner you’ll be able to function as a soldier is supposed to function.” Now Kinzinger is embroiled in a very different fight, but one that — in political terms at least — is just as existential. Who controls the Republican Party? Will it be © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/adam-kinzinger-my-fight-is-about-telling-the-truth-says-leader-of-the-anti-trump-faction-6cljw7wfm,False
Trump’s last days in office: how a president unravelled,The Sunday Times,Friday June 11 2021," Just after 2am on election night Donald Trump strode out onto the podium of the White House’s East Room and declared victory. The band played Hail to the Chief, the crowd whooped. And Trump, standing on a stage adorned with American flags, tossed his hastily assembled script in the dustbin, as he had done so many times before. “This is a fraud on the American public,” he insisted, launching a stream of baseless attacks on the growing perception that Joe Biden had prevailed. “This is an embarrassment to our country. We were getting ready to win the election. Frankly, we did win this election.” And with those last six words the “big lie” was unleashed. In the early hours of November 4 Trump had © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/trumps-last-days-in-office-how-a-president-unravelled-spf6t5xw2,True
Siggi Olafsson interview — Trump’s medicine man rides the storm,The Sunday Times,Friday June 11 2021," More than two feet of snow fell outside Siggi Olafsson’s home in New Jersey last week, blocking in his Porsche and forcing the chief executive of FTSE 100 drug-maker Hikma to take a taxi to work. In normal times, this might have been an imposition. But Olafsson, who oversees 29 manufacturing plants in 11 countries, has spent 11 months battling to ensure hospitals across America are stocked with Hikma medicines to treat the coronavirus. His patients have included Donald Trump. A snowstorm is small beer. “Nothing can prepare you for a pandemic like this, both personally and as a pharmaceuticals manufacturer,” says Olafsson. Hikma, founded in Jordan but based and listed in London, has supplied 11 of the 13 drugs used in US intensive care © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/siggi-olafsson-interview-trumps-medicine-man-rides-the-storm-0npcllfz6,True
How Donald Trump’s impeachment trial in Senate will work,Josh Glancy,Friday June 11 2021," Opening arguments in the second impeachment trial of Donald Trump will begin in the US Senate this week. He is the first president to be impeached twice by the House of Representatives and the first former president to face a Senate trial. Trump has been charged with “incitement of insurrection” over the violent invasion of Congress that took place on January 6. The four-page article of impeachment claims Trump “gravely endangered the security of the United States and its institutions of government”. These charges were voted on in the House of Representatives on January 13 and passed by 232-197, with 10 Republicans joining Democrats to support impeachment. Having passed the House, the articles are being brought to the Senate where a majority of two-thirds is © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/how-donald-trumps-impeachment-trial-in-senate-will-work-wsljwdtgk,True
Donald Trump is loving life after his Twitter ban,Sarah Baxter,Friday June 11 2021," On inauguration day, Donald Trump left Washington on the presidential plane, Air Force One, to the sound of Frank Sinatra’s My Way. The song begins: “And now the end is near” — but is it? Trump fully expects to survive and thrive politically after his impeachment trial for inciting the violent storming of the US Capitol opens on Tuesday in the Senate. “He is going to be acquitted,” Jason Miller, Trump’s senior adviser, told me confidently last week. “There is no real scenario in which he is going to be convicted, so the pressure is completely off.” Far from raging in exile, Miller revealed, the former president “feels happier” than he did in the White House and is pleased no longer to be on © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-is-loving-life-after-his-twitter-ban-k7kfkr5xz,True
Joe Biden says ‘erratic’ Donald Trump should not receive intelligence briefings,"David Charter, Washington",Friday June 11 2021," President Biden will ban his predecessor Donald Trump from receiving intelligence briefings like other past presidents because of his “erratic behavior”, he said last night. The president has the ultimate say over whether former administration officials, including past presidents, continue to receive top secret updates. The White House said earlier this week that the national security team was reviewing access for Trump amid fears that he could misuse sensitive information either by accident or on purpose. “I just think that there is no need for him to have the intelligence briefings,” Biden said in an interview with CBS. “What value is giving him an intelligence briefing? What impact does he have at all, other than the fact he might slip and say something?” he added. © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/most-republicans-would-back-donald-trump-again-in-2024-qqsk7nrcm,True
Donald Trump refuses to testify in Senate impeachment trial,"David Charter, Washington",Friday June 11 2021," Donald Trump rejected a call to testify under oath at his impeachment trial next week, dismissing the proceedings as unconstitutional. The former president was challenged to be cross-examined by Jamie Raskin, the lead Democratic trial manager, who will present the case against Trump on the charge of inciting insurrection. Raskin said that there were factual discrepancies in Trump’s 12-page defence document, which claimed he “performed admirably in his role as president, at all times doing what he thought was in the best interests of the American people”. Trump, 74, will become the first person to go on trial twice in the Senate in only the fourth impeachment prosecution of a president in US history. He denies the single charge, which requires a two-thirds majority of © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-refuses-to-testify-in-senate-impeachment-trial-j9lfbl20b,True
Humza Yousaf rejects call to push for Trump cash investigation,Katrine Bussey,Friday June 11 2021," Donald Trump is deplorable but it would not be right for ministers to push for an investigation into his business interests, the justice secretary has said. Humza Yousaf criticised Trump for his “racist and divisive policies” but rejected calls from the Green Party for ministers to push for the Trump Organisation’s golf courses in Aberdeenshire and Ayrshire to be investigated via an unexplained wealth order. Trump’s son Eric had called Patrick Harvie, the Green co-leader who brought the issue to a debate in Holyrood, “nothing more than a national embarrassment with his pathetic antics that only serve himself and his political agenda”. Harvie told MSPs: “People who abuse political office need to be held accountable. Not only as a matter of direct justice but also © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/humza-yousaf-rejects-call-to-push-for-trump-cash-investigation-q67w0d0nn,True
Eric Trump takes swing at Scottish Greens over golf course claims,Lucinda Cameron,Friday June 11 2021," Donald Trump’s son Eric has hit out at plans for MSPs to debate whether his father’s business interests in Scotland should be investigated, saying such discussions could deter overseas investors. MSPs vote today on a motion by the Scottish Greens, who want the Trump Organisation’s golf courses investigated via an unexplained wealth order. The Scottish government has said that only Civil Recovery Unit, which reports to the lord advocate, can apply for the order via the Court of Session. Patrick Harvie, the Green co-leader, said the party had legal advice to the contrary and cited “serious concerns” about how Trump financed the buyouts of his Turnberry and Menie resorts. Eric Trump, 37, executive vice-president of the Trump Organisation, said: “Patrick Harvie is nothing more than © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/eric-trump-takes-swing-at-scottish-greens-over-golf-course-claims-c8cp2vwlk,True
White House may deny Donald Trump access to intelligence briefings,"David Charter, Washington",Friday June 11 2021," President Biden is considering stopping Donald Trump from accessing intelligence briefings, a courtesy usually extended to former occupants of the Oval Office, in the wake of his conduct in office. Trump, 74, is facing a second impeachment trial next week after being accused of incitement of insurrection. He had a tense relationship with the national security agencies while in office, publicly siding with President Putin of Russia against them in 2018. When Jen Psaki, the White House press secretary, was asked whether Biden would “continue to extend the privilege” of making classified information available to Trump she replied: “It’s something obviously that’s under review.” Susan Gordon, Trump’s principal executive of national intelligence until 2019, has argued that he should not be briefed on intelligence. “My © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/white-house-considering-denying-donald-trumps-access-to-intelligence-briefings-hx8nk9gp2,True
Donald Trump’s entire legal team walk out days before his impeachment trial,"Ben Hoyle, Los Angeles",Friday June 11 2021," With barely a week to go before the start of his second impeachment trial Donald Trump has scrambled together a new legal defence team. His office announced last night that “highly respected trial lawyers David Schoen and Bruce L Castor, Jr” would lead the former president’s defence in the Senate against accusations that he incited the riot at the United States Capitol last month. They were appointed hours after it emerged that Trump had abruptly parted ways with most of his impeachment lawyers because they had refused to build the case around his baseless allegations that the 2020 presidential election was stolen from him. Schoen, a federal criminal defence lawyer called it “an honour” to represent Trump “and the United States constitution”. Last year © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trumps-entire-legal-team-walk-out-days-before-his-impeachment-trial-p27fnh3zg,True
Democrats are too keen to nail Trump for a riot. They should have zeroed in on the coup,The Sunday Times,Friday June 11 2021," The impeachment trial of Donald Trump opens in just over a week, but Republican ardour to convict the former president has cooled in the face of the loyalty he still inspires among the party base. It is already too late to make the most of the visceral fear and anger felt by senators during the storming of the Capitol. Yet is it also too soon to bring Trump to book? Several troubling allegations have come to light since the January 6 riot on Capitol Hill and have yet to be properly investigated. The Democrats may have made a hash of the Senate trial by plunging headlong into putting Trump in the dock, for there are still many unanswered questions about the events of that day. © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/democrats-are-too-keen-to-nail-trump-for-a-riot-they-should-have-zeroed-in-on-the-coup-brhmq2fv6,True
"Melania Trump, her ex-best friend and a very public fallout",The Times,Friday June 11 2021," ‘I got burnt,” admits Stephanie Winston Wolkoff, a glossy, groomed, Upper East Side Icarus. “But I did it for all the right reasons – it was an opportunity to make a difference.” Unfortunately, the sun she flew too close to was the gaudy, garish, gold-plated glow of Donald Trump, his glamorous, inscrutable wife, Melania, and the hubris and hoopla of the court that surrounds them. But, unlike that of Greek mythology’s winged son, Winston Wolkoff’s weakness wasn’t ambition, she insists. “My Achilles’ heel is my loyalty,” she says, with an earnest self-regard that only Americans or people in fashion can ever truly muster (Winston Wolkoff happens to be both). “I am a pleaser,” she continues. “I’m to blame for where I put myself. But my © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/melania-trump-her-ex-best-friend-and-a-very-public-fallout-w556snngv,True
Anti-Trump banners fly over former president’s Mar-a Lago club,"Jacqui Goddard, Miami",Friday June 11 2021," Behind high hedgerows, cocooned by the Secret Service and isolated from social media, Donald Trump might have thought he was safe from hecklers and botherers inside his gilded Mar-a-Lago resort. The lifting of federal flight restrictions around his elite hideaway in Palm Beach, Florida, however, means the sky is now the limit for detractors, creating annoyance for the former president and the ebbing band of club members who pay $200,000 a year to sip cocktails in his presence and sunbathe by his pool. “Trump worst president ever” and “Trump you pathetic loser go back to Moscow,” read two aerial banners in block capital letters, towed by aircraft that circled over Mar-a-Lago days after he moved in. “As long as it’s clean we’ll fly © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/anti-trump-banners-fly-over-former-presidents-mar-a-lago-club-t3kmg5kp7,True
Donald Trump tightens grip on Republicans as censure vote looms,"David Charter, Washington",Friday June 11 2021," Donald Trump showed his determination to remain kingmaker of the Republican party yesterday when his office declared that “his endorsement means more than perhaps any endorsement at any time”. The claim came after Kevin McCarthy, party leader in the House of Representatives, travelled to Florida to meet the former president at Mar-A-Lago to repair their relationship following the Capitol attack and begin planning for congressional and governor elections. Mr McCarthy, 56, said immediately after the riot that Mr Trump “bears responsibility” but later modified his message, saying: “I don’t believe he provoked it if you listen to what he said”. Their rapprochement came as senators were being canvassed on a motion of censure on Mr Trump for inciting insurrection in an admission that there is © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/trump-tightens-grip-on-republicans-as-censure-vote-looms-0s2t9kc3l,True
Donald Trump ‘expected a fee’ for Scottish charity dinner,Stuart MacDonald,Friday June 11 2021," A businessman has said that Donald Trump declined to speak at a Scottish charity event after being told there would be no fee. Sir Tom Hunter has brought former US presidents including Bill Clinton and Barack Obama to Scotland to give after-dinner speeches for good causes. However, he said that before taking office Mr Trump had looked at him like he was “from a foreign place” when told that he would not be paid. Sir Tom recounted a meeting with Mr Trump at his Turnberry Hotel in Ayrshire, saying that he boasted about the millions he was making from speaking engagements. “When he first bought Turnberry — this is before he was president — I got a phone call saying ‘Donald Trump would like to © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-expected-a-fee-for-scottish-charity-dinner-qrbd2x6dd,True
Trump faces Gotham’s best,The Times,Friday June 11 2021," Now he has left office, Donald Trump’s impeachment trial will be presided over by the Senate’s most senior Democrat. Patrick Leahy will be the fourth person to handle a US impeachment but the first to have appeared in the Batman films, Chief Justice John Roberts having just pipped Michelle Pfeiffer to do Trump’s first one. Leahy has had five cameos in the Caped Crusader franchise after his actor son told producers that the Vermont senator had loved Batman since childhood. He even got some lines in The Dark Knight, where he says Heath Ledger’s Joker “scared the heck” out of him. His latest role was as a character called Senator Purrington, surely a subtle sign that in the next film Leahy will be revealed © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/trump-faces-gothams-best-msqhs2hmc,True
Impeachment trial: Donald Trump summoned as Republicans cry foul,"David Charter, Washington",Friday June 11 2021," Donald Trump appears to be on course to avoid conviction again in his second impeachment trial after only five Republican senators joined a vote to press ahead yesterday. As the trial opened in the Senate, a Republican call to dismiss it as unconstitutional was rejected by 55 to 45, far short of the two-thirds majority required for a guilty verdict when the process ends in February. It would take 17 Republicans to line up with Democrats for a conviction that would also lead to Mr Trump’s disqualification from public office for his role. The Senate entered a grey area of the US constitution which only mentions rules for putting a sitting president on trial, although there is a precedent from the 19th century when a © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/impeachment-trial-donald-trump-summoned-as-republicans-cry-foul-0gf5t0j8x,True
Donald Trump impeachment: Why is he on trial after leaving office?,The Times,Friday June 11 2021," Why is Donald Trump on trial after the end of his term?
He was impeached while still president, for actions taken in office. He faces the charge that he incited his followers to violence and put pressure on a senior official in Georgia to change the election result. The Democrats argue that he must be held accountable or it will set a precedent of impunity for any president in the final weeks in office. Some Republicans argue that the Senate no longer has jurisdiction over him. Significantly, if convicted he will be barred from standing again. Is there a precedent for this?
No, but in 1876 William Belknap, a former cabinet minister, was tried after his resignation, prompting much debate about the legitimacy of the © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trumps-impeachment-why-is-he-on-trial-after-the-end-of-his-term-2wxgztt98,True
The Times view on impeaching the former US president: The Trump Show,The Times,Friday June 11 2021," The Democratic Party had a clear choice having impeached Donald Trump in the House of Representatives for the second time. It could have decided not to impeach him in the Senate if it thought it would lose and give yet more publicity to man who is not averse to it. Furthermore it would fire up his base at a tense time and risk turning him into a martyr. Its leaders may also have considered that Mr Trump is an ex-president and a private citizen, and there is a heated debate about whether such an impeachment is even constitutional. Instead they have decided to go ahead in the upper house, and American lawmakers must think carefully about what they hope to achieve and how likely they © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/the-times-view-on-impeaching-the-former-us-president-the-trump-show-f0dcb8dnf,True
Biden suspends some Trump sanctions on Houthi rebels in Yemen,"Richard Spencer, Middle East Correspondent",Friday June 11 2021," The Biden administration has suspended sanctions on the Houthis, the Yemeni rebel group back by Iran. The move represents a key concession demanded by aid agencies and is the latest sign of how the new US leader is determined to reverse President Trump’s policies. The US Treasury said that some sanctions, which were announced by Mike Pompeo, Mr Trump’s secretary of state, as one of the outgoing administration’s last acts, would be suspended for a month, pending a review. The announcement specified that aid agencies and international banks would not be prosecuted for dealing with the Houthis, which they had feared would result from Mr Pompeo’s decision to designate the group as a foreign terrorist organisation. The United Nations and aid agencies had all reacted © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/biden-suspends-some-trump-sanctions-on-houthi-rebels-in-yemen-vvv50s9lt,True
Conviction hopes fade as Donald Trump faces Senate trial,"David Charter, Washington",Friday June 11 2021," The impeachment charge against Donald Trump was taken to the Senate and read out to begin his trial process last night but the chances of a conviction appear to be slim. The ceremony involved senior Democrats walking across the Capitol to deliver the article of impeachment, charging “incitement of insurrection” against the former president. The 100 senators are due to be sworn in as a jury today. On arrival in the Senate, Jamie Raskin, the lead House impeachment manager, read out the charge. “Donald John Trump engaged in high crimes and misdemeanors by inciting violence against the government of the United States,” he said. Mr Trump, 74, will be issued with a summons giving him a week to answer the charge, with trial arguments © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/conviction-hopes-fade-as-donald-trump-faces-senate-trial-hf3qh2s6r,True
Dan Gertler sanctions dropped by Donald Trump,Callum Jones,Friday June 11 2021," The Trump administration eased sanctions on an Israeli mining tycoon in the days before President Biden’s inauguration. Restrictions on Dan Gertler over alleged corruption in the Democratic Republic of the Congo were temporarily lifted by the US Treasury. The decision was not publicly announced. Mr Gertler’s lawyers were notified of the move on January 15, according to a letter obtained by The Sentry, an American anti-corruption group, and first reported by Reuters. Donald Trump left the White House on January 20. The United States imposed sanctions on Mr Gertler, 47, in December 2017, alleging that he had “amassed his fortune through hundreds of millions of dollars’ worth of opaque and corrupt mining and oil deals” in Congo. Officials went further the following year, targeting more © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/dan-gertler-sanctions-dropped-by-donald-trump-6rj30s72k,True
Ex-Trump aide Sarah Huckabee Sanders seeks role as state governor,"Ben Hoyle, Los Angeles",Friday June 11 2021," The former White House press secretary Sarah Huckabee Sanders set up an early test of Donald Trump’s enduring political clout today when she declared her candidacy for the governorship of Arkansas. In an almost eight-minute long campaign announcement video Ms Sanders, 38, leant heavily on her tenure as one of Mr Trump’s favourite aides and to a lesser extent on the legacy of her father Mike Huckabee, 65, a Republican former Arkansas governor who twice ran to be president. Pitching herself as “a Christian, a wife, a mom, a proud Arkansan” she pledged to stand up to the “radical left now in control of Washington” and promised that even though her political opponents “will do everything in their power to destroy me” she would not © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/ex-trump-aide-sarah-huckabee-sanders-seeks-role-as-state-governor-rgwk0j978,True
Donald Trump’s impeachment trial is moment of ‘truth’ for Senate Republicans,"Will Pavia, New York",Friday June 11 2021," Donald Trump led “an attack on the very foundation” of American democracy and must be tried by the Senate for the sake of “truth and justice”, the Republican senator Mitt Romney has said. The Senate trial will be triggered by the delivery, expected today, of the article of impeachment passed by the House of Representatives, which accuses Mr Trump of inciting the mob that stormed the Capitol on January 6. Senate Democrats and Republicans have agreed to delay its beginning until February 8, to allow President Biden time to secure confirmations of cabinet appointments and the introduction of a new Covid-19 relief package, and to allow Mr Trump’s legal team time to prepare for his defence. Mr Romney, appearing on two Sunday morning TV shows, © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-senate-trial-republicans-mitt-romney-pq36m07cb,True
"For the media outrage machine, Donald Trump will be a hard habit to kick","Josh Glancy, Washington",Friday June 11 2021," In November 2016, three weeks after the election of Donald Trump as America’s president, Mark Thompson, the chief executive of The New York Times, joined friends for dinner at a French bistro in midtown Manhattan. He was in a surprisingly buoyant mood. Trump may be bad news for America, the former BBC chief told the table, but he is going to be good for business. He pointed out The New York Times had sold hundreds of thousands of subscriptions in a matter of weeks. Thompson was right: Trump was a ratings godsend. Four years of his presidential opera provided a much-needed boost to struggling newspapers and flailing cable news networks. Reliably outrageous, insidious, comic and terrifying all at once: Trump became the media’s patron saint © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/for-the-media-outrage-machine-donald-trump-will-be-a-hard-habit-to-kick-ckplsczz2,True
"Ian Cowie: My US tractors were a bet on Trump, but they will plough ahead with Biden too",The Sunday Times,Friday June 11 2021," It’s the $64 billion question facing every stock market investor now that Joe Biden has become the 46th president of the United States of America. Will a new leader for the world’s largest economy prompt a Biden boom or bust and, either way, what can small investors do about it? Just as the wind tends to come from the west, because of how our planet spins, America often sets the economic weather for the rest of the world. So it is silly to play the Little Englander and pretend that we won’t be affected by the new president. It’s equally daft to imagine that so-called Faang stocks — that’s Facebook, Apple, Amazon, Netflix and Google (listed in New York as Alphabet) — are all there © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/ian-cowie-my-us-tractors-were-a-bet-on-trump-but-they-will-plough-ahead-with-biden-too-vqnk3s273,False
What will Melania Trump do now? A smile replaces a scowl as she slinks into the shadows,The Sunday Times,Friday June 11 2021," A sour mood surely settled over Mar-a-Lago in the hours after Joe Biden’s glitzy inauguration. While A-list stars had turned out to welcome the new administration, Donald Trump’s grand exit plans had sputtered into a damp squib. His wife, Melania, fared little better. After myriad controversies — leaked phone calls, inflammatory fashion choices, colossal whining and oddly timed White House redecorations — she left Pennsylvania Avenue as the least popular first lady in history, according to a poll. By Friday, however, the Trumps had something to celebrate: their 16th wedding anniversary, even as the gossips wondered how long their marriage would survive. Unlike touchy-feely Biden and his wife, Jill, the couple are unsentimental. “They don’t believe in the lovey-dovey-type stuff. Not at all,” a former © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/what-will-melania-trump-do-now-a-smile-replaces-a-scowl-as-she-slinks-into-the-shadows-n3lw8fp76,True
‘It’s hard not to feel relief that Trump has gone — it was a disgraceful period’,The Times,Friday June 11 2021," Lord Sedwill is almost unrecognisable since he retired as Britain’s most senior civil servant. He is sitting in his house in Somerset with a full lockdown beard and wearing a Barbour rather than a suit, looking relaxed and rested. It’s hard to remember that only a few months ago the former cabinet secretary and national security adviser was grappling with a prime minister seriously ill with Covid-19, the pandemic and Brexit. Over the course of his career in a series of government jobs, he has had a gun pointed in his face by Saddam Hussein’s bodyguards (when he was a weapons inspector in Iraq) and a bomb placed under his seat at a polo match (when high commissioner in Pakistan). “I’ve been hosted by a © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/lord-sedwill-it-s-hard-not-to-feel-relief-that-trump-has-gone-it-was-a-disgraceful-period-x93gqx77q,False
Joe Biden’s flying start to be derailed by Trump trial,"David Charter, Washington",Friday June 11 2021," President Biden’s efforts to make a flying start are in danger of becoming bogged down with Donald Trump’s impeachment trial, coupled with a power struggle in the Senate that could slow legislation and approval of his cabinet when time is of the essence. Mr Biden raced through 27 executive orders in his first three days, reversing Mr Trump’s approach to the pandemic, the economy and international engagement, but has had only two cabinet members confirmed. Two legislative proposals, on immigration and pandemic relief, have been met with a chorus of Republican opposition, and the two parties are arguing over Senate procedures now that the chamber has a 50-50 split in seats. The Republicans are framing Mr Biden, 78, as a moderate-looking president with radical intentions; © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/joe-bidens-flying-start-to-be-derailed-by-trump-trial-j283nldq6,True
Donald Trump to face swift trial as Republicans offer Joe Biden unity,"David Charter, Washington",Friday June 11 2021," President Biden’s call for unity was met by 17 Republicans with an offer to “rise above the partisan fray” in Congress in a thawing of the trench warfare of the Trump era. Eleven of the congressmen and women who signed a letter to the new president had voted against ratification of the election results two weeks ago and their change of tack suggested a willingness to heed Mr Biden’s plea to “hear me out”. A snap poll suggested that Americans viewed Mr Biden’s start positively, with 83 per cent saying that his inaugural address was good, including 72 per cent of Republicans. However, the spectre of a divisive trial of Donald Trump is hanging over Mr Biden’s fledgling presidency, with the article of impeachment expected © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/donald-trump-to-face-swift-trial-after-republicans-offer-joe-biden-unity-rx0fg9srh,True
Proud Boys give up support of ‘weak’ Donald Trump,"David Charter, Washington",Friday June 11 2021," Donald Trump’s support among fringe groups that were among his most ardent followers has begun to fracture amid disillusion at his departure from office. Mr Trump was branded a “shill” and “extraordinarily weak” in discussion forums of the Proud Boys, a group of far-right nationalists who often showed up armed to his rallies. Shortly after Joe Biden won the election in November the Proud Boys, posting in a private channel on the messaging app Telegram, urged followers to attend protests against the “stolen” election, writing: “Hail Emperor Trump.” In the same Telegram channel on Monday the Proud Boys said: “Trump will go down as a total failure.” The QAnon conspiracy community is also turning on Mr Trump and the mysterious “Q” figure who started the © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/trump-base-in-meltdown-as-far-right-groups-express-disillusion-over-his-exit-jn3hhf6lg,True
"Caitlin Moran’s Celebrity Watch: Farewell Trump, hello President Biden",The Times,Friday June 11 2021," QAnon — the bizarre online conspiracy theory that, in mad brief, believes an elite cabal of paedophile liberals steal children and eat them — came to a sudden and strange end on Wednesday. QAnon had promised its millions of believers that inauguration day would be the Storm; that Donald Trump would somehow forcibly become president for a second term and that all the mysteries of the world would finally be revealed. When Biden was sworn in and the Storm manifestly failed to happen Ron Watkins — who many think is “Q” himself — suddenly posted: “We gave it our all. Now we need to keep our chins up, and go back to our lives as best we are able. We have a new president sworn © Times Newspapers Limited 2021. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",https://www.thetimes.co.uk/article/caitlin-morans-celebrity-watch-farewell-trump-hello-president-biden-3x28mschv,True
